# Simulated time = 10951.235 sec
# [Center energy]  [Energy bin width]       [Rate]        [Rate error]
#     (keV)              (keV)         (counts/sec/keV)  (counts/sec/keV)
51.58 0.04 0.0319598652422 0.00854163336225
51.62 0.04 0.0296770185232 0.00823092386082
51.66 0.04 0.0273941699415 0.00790801585166
51.7 0.04 0.0365255624056 0.00913139016142
51.74 0.04 0.0273941699415 0.00790801585166
51.78 0.04 0.0251113232225 0.00757134874494
51.82 0.04 0.0273941699415 0.00790801585166
51.86 0.04 0.0388084091246 0.00941242153606
51.9 0.04 0.0342427119613 0.00884143050572
51.94 0.04 0.0388084091246 0.00941242153606
51.98 0.04 0.0273941699415 0.00790801585166
52.02 0.04 0.0273941699415 0.00790801585166
52.06 0.04 0.050222646445 0.0107075040806
52.1 0.04 0.0273941699415 0.00790801585166
52.14 0.04 0.0228284746408 0.00721899777843
52.18 0.04 0.0251113232225 0.00757134874494
52.22 0.04 0.0296770185232 0.00823092386082
52.26 0.04 0.0433741025627 0.00995070173192
52.3 0.04 0.0342427119613 0.00884143050572
52.34 0.04 0.0388084091246 0.00941242153606
52.38 0.04 0.0251113232225 0.00757134874494
52.42 0.04 0.0388084091246 0.00941242153606
52.46 0.04 0.0433741025627 0.00995070173192
52.5 0.04 0.0273941699415 0.00790801585166
52.54 0.04 0.0342427119613 0.00884143050572
52.58 0.04 0.0273941699415 0.00790801585166
52.62 0.04 0.0342427119613 0.00884143050572
52.66 0.04 0.0342427119613 0.00884143050572
52.7 0.04 0.0342427119613 0.00884143050572
52.74 0.04 0.0182627812028 0.0064568679048
52.78 0.04 0.047939799726 0.0104613216537
52.82 0.04 0.0410912558436 0.0096853018572
52.86 0.04 0.0251113232225 0.00757134874494
52.9 0.04 0.0319598652422 0.00854163336225
52.94 0.04 0.0456569492817 0.010209204565
52.98 0.04 0.0251113232225 0.00757134874494
53.02 0.04 0.0251113232225 0.00757134874494
53.06 0.04 0.0251113232225 0.00757134874494
53.1 0.04 0.0228284746408 0.00721899777843
53.14 0.04 0.0388084091246 0.00941242153606
53.18 0.04 0.0319598652422 0.00854163336225
53.22 0.04 0.0388084091246 0.00941242153606
53.26 0.04 0.0251113232225 0.00757134874494
53.3 0.04 0.0388084091246 0.00941242153606
53.34 0.04 0.0365255624056 0.00913139016142
53.38 0.04 0.0342427119613 0.00884143050572
53.42 0.04 0.0410912558436 0.0096853018572
53.46 0.04 0.0342427119613 0.00884143050572
53.5 0.04 0.047939799726 0.0104613216537
53.54 0.04 0.0433741025627 0.00995070173192
53.58 0.04 0.0410912558436 0.0096853018572
53.62 0.04 0.047939799726 0.0104613216537
53.66 0.04 0.050222646445 0.0107075040806
53.7 0.04 0.0410912558436 0.0096853018572
53.74 0.04 0.0296770185232 0.00823092386082
53.78 0.04 0.0342427119613 0.00884143050572
53.82 0.04 0.0365255624056 0.00913139016142
53.86 0.04 0.0547883398831 0.0111836232689
53.9 0.04 0.0296770185232 0.00823092386082
53.94 0.04 0.0388084091246 0.00941242153606
53.98 0.04 0.0388084091246 0.00941242153606
54.02 0.04 0.0319598652422 0.00854163336225
54.06 0.04 0.0525054931641 0.010948152197
54.1 0.04 0.0410912558436 0.0096853018572
54.14 0.04 0.0433741025627 0.00995070173192
54.18 0.04 0.047939799726 0.0104613216537
54.22 0.04 0.047939799726 0.0104613216537
54.26 0.04 0.0273941699415 0.00790801585166
54.3 0.04 0.0456569492817 0.010209204565
54.34 0.04 0.0570711903274 0.0114142377018
54.38 0.04 0.0388084091246 0.00941242153606
54.42 0.04 0.0410912558436 0.0096853018572
54.46 0.04 0.0433741025627 0.00995070173192
54.5 0.04 0.047939799726 0.0104613216537
54.54 0.04 0.0365255624056 0.00913139016142
54.58 0.04 0.0593540370464 0.0116402841548
54.62 0.04 0.0410912558436 0.0096853018572
54.66 0.04 0.0456569492817 0.010209204565
54.7 0.04 0.0365255624056 0.00913139016142
54.74 0.04 0.0388084091246 0.00941242153606
54.78 0.04 0.050222646445 0.0107075040806
54.82 0.04 0.0547883398831 0.0111836232689
54.86 0.04 0.0365255624056 0.00913139016142
54.9 0.04 0.0410912558436 0.0096853018572
54.94 0.04 0.050222646445 0.0107075040806
54.98 0.04 0.050222646445 0.0107075040806
55.02 0.04 0.0639197304845 0.0120796937457
55.06 0.04 0.0319598652422 0.00854163336225
55.1 0.04 0.050222646445 0.0107075040806
55.14 0.04 0.0662025809288 0.0122935102344
55.18 0.04 0.0593540370464 0.0116402841548
55.22 0.04 0.0388084091246 0.00941242153606
55.26 0.04 0.050222646445 0.0107075040806
55.3 0.04 0.0616368837655 0.0118620237775
55.34 0.04 0.0570711903274 0.0114142377018
55.38 0.04 0.0570711903274 0.0114142377018
55.42 0.04 0.0388084091246 0.00941242153606
55.46 0.04 0.050222646445 0.0107075040806
55.5 0.04 0.0365255624056 0.00913139016142
55.54 0.04 0.0410912558436 0.0096853018572
55.58 0.04 0.050222646445 0.0107075040806
55.62 0.04 0.0547883398831 0.0111836232689
55.66 0.04 0.0662025809288 0.0122935102344
55.7 0.04 0.047939799726 0.0104613216537
55.74 0.04 0.050222646445 0.0107075040806
55.78 0.04 0.0593540370464 0.0116402841548
55.82 0.04 0.0525054931641 0.010948152197
55.86 0.04 0.0684854239225 0.012503670932
55.9 0.04 0.0433741025627 0.00995070173192
55.94 0.04 0.047939799726 0.0104613216537
55.98 0.04 0.050222646445 0.0107075040806
56.02 0.04 0.0433741025627 0.00995070173192
56.06 0.04 0.0570711903274 0.0114142377018
56.1 0.04 0.0662025809288 0.0122935102344
56.14 0.04 0.0639197304845 0.0120796937457
56.18 0.04 0.0388084091246 0.00941242153606
56.22 0.04 0.0433741025627 0.00995070173192
56.26 0.04 0.079899661243 0.0135055081814
56.3 0.04 0.047939799726 0.0104613216537
56.34 0.04 0.0730511248112 0.0129137358096
56.38 0.04 0.0707682743669 0.012710357181
56.42 0.04 0.0593540370464 0.0116402841548
56.46 0.04 0.0616368837655 0.0118620237775
56.5 0.04 0.047939799726 0.0104613216537
56.54 0.04 0.0639197304845 0.0120796937457
56.58 0.04 0.0570711903274 0.0114142377018
56.62 0.04 0.0639197304845 0.0120796937457
56.66 0.04 0.0410912558436 0.0096853018572
56.7 0.04 0.047939799726 0.0104613216537
56.74 0.04 0.0433741025627 0.00995070173192
56.78 0.04 0.0593540370464 0.0116402841548
56.82 0.04 0.0616368837655 0.0118620237775
56.86 0.04 0.050222646445 0.0107075040806
56.9 0.04 0.0525054931641 0.010948152197
56.94 0.04 0.0525054931641 0.010948152197
56.98 0.04 0.0570711903274 0.0114142377018
57.02 0.04 0.0593540370464 0.0116402841548
57.06 0.04 0.0433741025627 0.00995070173192
57.1 0.04 0.0753339678049 0.0131139607081
57.14 0.04 0.0570711903274 0.0114142377018
57.18 0.04 0.0662025809288 0.0122935102344
57.22 0.04 0.0867482051253 0.0140724173444
57.26 0.04 0.0707682743669 0.012710357181
57.3 0.04 0.0776168182492 0.0133111741911
57.34 0.04 0.0525054931641 0.010948152197
57.38 0.04 0.0776168182492 0.0133111741911
57.42 0.04 0.079899661243 0.0135055081814
57.46 0.04 0.047939799726 0.0104613216537
57.5 0.04 0.0593540370464 0.0116402841548
57.54 0.04 0.0639197304845 0.0120796937457
57.58 0.04 0.0776168182492 0.0133111741911
57.62 0.04 0.0707682743669 0.012710357181
57.66 0.04 0.047939799726 0.0104613216537
57.7 0.04 0.0593540370464 0.0116402841548
57.74 0.04 0.0730511248112 0.0129137358096
57.78 0.04 0.0547883398831 0.0111836232689
57.82 0.04 0.0616368837655 0.0118620237775
57.86 0.04 0.0935967490077 0.014617356416
57.9 0.04 0.0753339678049 0.0131139607081
57.94 0.04 0.0684854239225 0.012503670932
57.98 0.04 4.59080648422 0.102372413798
58.02 0.04 0.0707682743669 0.012710357181
58.06 0.04 0.0776168182492 0.0133111741911
58.1 0.04 2.03629994392 0.0681803671163
58.14 0.04 0.0639197304845 0.0120796937457
58.18 0.04 0.0662025809288 0.0122935102344
58.22 0.04 0.0844653621316 0.0138860194809
58.26 0.04 0.0433741025627 0.00995070173192
58.3 0.04 0.0593540370464 0.0116402841548
58.34 0.04 0.0821825116873 0.0136970852421
58.38 0.04 0.0776168182492 0.0133111741911
58.42 0.04 0.0707682743669 0.012710357181
58.46 0.04 0.0616368837655 0.0118620237775
58.5 0.04 0.050222646445 0.0107075040806
58.54 0.04 0.0776168182492 0.0133111741911
58.58 0.04 0.0684854239225 0.012503670932
58.62 0.04 0.0935967490077 0.014617356416
58.66 0.04 0.0821825116873 0.0136970852421
58.7 0.04 0.0753339678049 0.0131139607081
58.74 0.04 0.095879599452 0.014794542963
58.78 0.04 0.0684854239225 0.012503670932
58.82 0.04 0.0890310555696 0.0142563783202
58.86 0.04 0.0821825116873 0.0136970852421
58.9 0.04 0.11185953021 0.0159799327825
58.94 0.04 0.0662025809288 0.0122935102344
58.98 0.04 0.0844653621316 0.0138860194809
59.02 0.04 0.0844653621316 0.0138860194809
59.06 0.04 0.0844653621316 0.0138860194809
59.1 0.04 0.10044529289 0.0151426974899
59.14 0.04 0.0593540370464 0.0116402841548
59.18 0.04 0.114142380655 0.016142169762
59.22 0.04 0.0935967490077 0.014617356416
59.26 0.04 0.0981624424458 0.0149696324062
59.3 0.04 0.109576679766 0.0158160317033
59.34 0.04 0.0913138985634 0.0144379955569
59.38 0.04 0.0935967490077 0.014617356416
59.42 0.04 0.0981624424458 0.0149696324062
59.46 0.04 0.0776168182492 0.0133111741911
59.5 0.04 3.60918188095 0.0907701061091
59.54 0.04 0.0776168182492 0.0133111741911
59.58 0.04 0.0821825116873 0.0136970852421
59.62 0.04 0.0639197304845 0.0120796937457
59.66 0.04 0.0844653621316 0.0138860194809
59.7 0.04 0.11185953021 0.0159799327825
59.74 0.04 0.0844653621316 0.0138860194809
59.78 0.04 0.0753339678049 0.0131139607081
59.82 0.04 0.0730511248112 0.0129137358096
59.86 0.04 0.0913138985634 0.0144379955569
59.9 0.04 0.0981624424458 0.0149696324062
59.94 0.04 0.0639197304845 0.0120796937457
59.98 0.04 0.0867482051253 0.0140724173444
60.02 0.04 82.5523300171 0.434113337481
60.06 0.04 0.0844653621316 0.0138860194809
60.1 0.04 0.0890310555696 0.0142563783202
60.14 0.04 0.0867482051253 0.0140724173444
60.18 0.04 0.0662025809288 0.0122935102344
60.22 0.04 0.0844653621316 0.0138860194809
60.26 0.04 0.0616368837655 0.0118620237775
60.3 0.04 0.0730511248112 0.0129137358096
60.34 0.04 0.0844653621316 0.0138860194809
60.38 0.04 0.10044529289 0.0151426974899
60.42 0.04 0.0753339678049 0.0131139607081
60.46 0.04 0.079899661243 0.0135055081814
60.5 0.04 0.0890310555696 0.0142563783202
60.54 0.04 0.120990917087 0.0166193809543
60.58 0.04 0.0639197304845 0.0120796937457
60.62 0.04 0.127839460969 0.0170832667245
60.66 0.04 0.095879599452 0.014794542963
60.7 0.04 0.0890310555696 0.0142563783202
60.74 0.04 0.095879599452 0.014794542963
60.78 0.04 0.118708074093 0.0164618477216
60.82 0.04 0.105010986328 0.0154830253199
60.86 0.04 0.105010986328 0.0154830253199
60.9 0.04 0.0935967490077 0.014617356416
60.94 0.04 0.095879599452 0.014794542963
60.98 0.04 0.102728135884 0.0153138068475
61.02 0.04 0.118708074093 0.0164618477216
61.06 0.04 0.0981624424458 0.0149696324062
61.1 0.04 0.095879599452 0.014794542963
61.14 0.04 0.0913138985634 0.0144379955569
61.18 0.04 0.107293836772 0.015650414242
61.22 0.04 0.0890310555696 0.0142563783202
61.26 0.04 0.0890310555696 0.0142563783202
61.3 0.04 0.125556617975 0.016930050475
61.34 0.04 0.10044529289 0.0151426974899
61.38 0.04 0.123273767531 0.0167754349033
61.42 0.04 0.107293836772 0.015650414242
61.46 0.04 0.0890310555696 0.0142563783202
61.5 0.04 0.114142380655 0.016142169762
61.54 0.04 0.118708074093 0.0164618477216
61.58 0.04 0.123273767531 0.0167754349033
61.62 0.04 0.127839460969 0.0170832667245
61.66 0.04 0.136970847845 0.0176828610114
61.7 0.04 0.114142380655 0.016142169762
61.74 0.04 0.11185953021 0.0159799327825
61.78 0.04 0.141536548734 0.0179751595079
61.82 0.04 0.11185953021 0.0159799327825
61.86 0.04 0.109576679766 0.0158160317033
61.9 0.04 0.125556617975 0.016930050475
61.94 0.04 0.120990917087 0.0166193809543
61.98 0.04 0.136970847845 0.0176828610114
62.02 0.04 0.127839460969 0.0170832667245
62.06 0.04 0.130122303963 0.0172351209706
62.1 0.04 0.11185953021 0.0159799327825
62.14 0.04 0.15066793561 0.0185459410898
62.18 0.04 0.159799322486 0.0190996728369
62.22 0.04 0.116425223649 0.0163027923227
62.26 0.04 0.13925370574 0.0178296092622
62.3 0.04 0.141536548734 0.0179751595079
62.34 0.04 0.120990917087 0.0166193809543
62.38 0.04 0.141536548734 0.0179751595079
62.42 0.04 0.13925370574 0.0178296092622
62.46 0.04 0.132405161858 0.0173856489026
62.5 0.04 0.155233636498 0.0188248430721
62.54 0.04 0.13925370574 0.0178296092622
62.58 0.04 0.166647866368 0.0195046579348
62.62 0.04 0.141536548734 0.0179751595079
62.66 0.04 0.152950778604 0.0186859124422
62.7 0.04 0.155233636498 0.0188248430721
62.74 0.04 0.191759198904 0.0209226433074
62.78 0.04 0.173496410251 0.0199014034638
62.82 0.04 0.130122303963 0.0172351209706
62.86 0.04 0.162082180381 0.0192356152844
62.9 0.04 0.189476341009 0.0207977308877
62.94 0.04 0.20089058578 0.0214150081611
62.98 0.04 0.171213567257 0.0197700396291
63.02 0.04 0.203173428774 0.0215363406231
63.06 0.04 0.141536548734 0.0179751595079
63.1 0.04 0.191759198904 0.0209226433074
63.14 0.04 0.198607742786 0.0212929843293
63.18 0.04 0.173496410251 0.0199014034638
63.22 0.04 0.178062111139 0.0201615635707
63.26 0.04 0.205456271768 0.0216569933353
63.3 0.04 0.191759198904 0.0209226433074
63.34 0.04 0.164365023375 0.0193706037144
63.38 0.04 0.226001903415 0.0227140462348
63.42 0.04 0.194042041898 0.0210468143875
63.46 0.04 0.184910655022 0.0205456278632
63.5 0.04 0.205456271768 0.0216569933353
63.54 0.04 0.189476341009 0.0207977308877
63.58 0.04 0.178062111139 0.0201615635707
63.62 0.04 0.171213567257 0.0197700396291
63.66 0.04 0.244264692068 0.0236139585732
63.7 0.04 0.22828476131 0.0228284754035
63.74 0.04 0.27394169569 0.025007341864
63.78 0.04 0.184910655022 0.0205456278632
63.82 0.04 0.235133290291 0.0231683721467
63.86 0.04 0.271658867598 0.0249029266193
63.9 0.04 0.260244607925 0.0243741418258
63.94 0.04 0.267093151808 0.0246927715824
63.98 0.04 0.292204499245 0.0258274716192
64.02 0.04 0.294487327337 0.0259281638982
64.06 0.04 0.241981834173 0.0235033539438
64.1 0.04 0.260244607925 0.0243741418258
64.14 0.04 0.315032958984 0.0268173865089
64.18 0.04 0.299053013325 0.0261283843534
64.22 0.04 0.267093151808 0.0246927715824
64.26 0.04 0.299053013325 0.0261283843534
64.3 0.04 0.292204499245 0.0258274716192
64.34 0.04 0.312750101089 0.0267200454018
64.38 0.04 0.294487327337 0.0259281638982
64.42 0.04 0.308184415102 0.0265242915172
64.46 0.04 0.319598644972 0.0270110163628
64.5 0.04 0.308184415102 0.0265242915172
64.54 0.04 0.39036694169 0.0298521051958
64.58 0.04 0.362972766161 0.0287856122031
64.62 0.04 0.344709992409 0.0280521002203
64.66 0.04 0.374386996031 0.029234712832
64.7 0.04 0.372104138136 0.0291454463249
64.74 0.04 0.394932627678 0.0300261714243
64.78 0.04 0.367538452148 0.0289660880288
64.82 0.04 0.422326803207 0.0310500834961
64.86 0.04 0.394932627678 0.0300261714243
64.9 0.04 0.369821310043 0.0290559055716
64.94 0.04 0.452003806829 0.0321225122417
64.98 0.04 0.431458175182 0.0313839649612
65.02 0.04 0.458852350712 0.0323649497357
65.06 0.04 0.422326803207 0.0310500834961
65.1 0.04 0.490812212229 0.0334731156585
65.14 0.04 0.449720978737 0.032041292106
65.18 0.04 0.44058957696 0.0317143315908
65.22 0.04 0.449720978737 0.032041292106
65.26 0.04 0.452003806829 0.0321225122417
65.3 0.04 0.499943614006 0.0337830585273
65.34 0.04 0.522772073746 0.0345457518717
65.38 0.04 0.502226471901 0.0338601009501
65.42 0.04 0.554731965065 0.0355860713325
65.46 0.04 0.433741033077 0.0314668817898
65.5 0.04 0.461135208607 0.0324453596726
65.54 0.04 0.509074985981 0.0340901835582
65.58 0.04 0.504509329796 0.0339369684746
65.62 0.04 0.44058957696 0.0317143315908
65.66 0.04 0.522772073746 0.0345457518717
65.7 0.04 0.506792128086 0.0340136622864
65.74 0.04 0.483963668346 0.0332387619085
65.78 0.04 0.584408998489 0.0365255606457
65.82 0.04 0.502226471901 0.0338601009501
65.86 0.04 0.509074985981 0.0340901835582
65.9 0.04 0.502226471901 0.0338601009501
65.94 0.04 0.550166249275 0.0354393240214
65.98 0.04 0.550166249275 0.0354393240214
66.02 0.04 0.56842905283 0.0360227265797
66.06 0.04 0.554731965065 0.0355860713325
66.1 0.04 0.611803114414 0.0373718248844
66.14 0.04 0.609520316124 0.0373020361683
66.18 0.04 0.593540370464 0.0368098105408
66.22 0.04 0.582126140594 0.0364541518567
66.26 0.04 0.495377928019 0.0336284441756
66.3 0.04 0.53646916151 0.0349953901212
66.34 0.04 0.570711910725 0.0360949888922
66.38 0.04 0.623217403889 0.0377188316316
66.42 0.04 0.609520316124 0.0373020361683
66.46 0.04 0.499943614006 0.0337830585273
66.5 0.04 0.582126140594 0.0364541518567
66.54 0.04 0.577560424805 0.036310912985
66.58 0.04 0.55929762125 0.0357322159775
66.62 0.04 0.618651688099 0.037580413434
66.66 0.04 0.570711910725 0.0360949888922
66.7 0.04 0.588974654675 0.0366679610323
66.74 0.04 0.55701482296 0.0356592185244
66.78 0.04 0.611803114414 0.0373718248844
66.82 0.04 0.655177235603 0.038673889902
66.86 0.04 0.623217403889 0.0377188316316
66.9 0.04 0.705399870872 0.0401287976867
66.94 0.04 0.570711910725 0.0360949888922
66.98 0.04 0.632348775864 0.0379941552245
67.02 0.04 0.55701482296 0.0356592185244
67.06 0.04 0.570711910725 0.0360949888922
67.1 0.04 0.609520316124 0.0373020361683
67.14 0.04 1.29894030094 0.0544544080478
67.18 0.04 0.602671742439 0.0370918821795
67.22 0.04 0.632348775864 0.0379941552245
67.26 0.04 0.55701482296 0.0356592185244
67.3 0.04 0.56842905283 0.0360227265797
67.34 0.04 0.639197289944 0.0381993456737
67.38 0.04 0.566146194935 0.0359503190158
67.42 0.04 1.78746962547 0.0638789529879
67.46 0.04 0.620934545994 0.0376496861443
67.5 0.04 0.582126140594 0.0364541518567
67.54 0.04 0.566146194935 0.0359503190158
67.58 0.04 0.643763005733 0.0383355291562
67.62 0.04 0.609520316124 0.0373020361683
67.66 0.04 0.561580479145 0.0358050646076
67.7 0.04 0.5410348773 0.0351439911724
67.74 0.04 0.522772073746 0.0345457518717
67.78 0.04 0.577560424805 0.036310912985
67.82 0.04 0.595823228359 0.0368805307031
67.86 0.04 0.55701482296 0.0356592185244
67.9 0.04 0.57527756691 0.0362390812371
67.94 0.04 0.627783060074 0.0378567437247
67.98 0.04 0.591257512569 0.0367389542469
68.02 0.04 0.595823228359 0.0368805307031
68.06 0.04 0.55929762125 0.0357322159775
68.1 0.04 0.703117012978 0.0400638117369
68.14 0.04 0.577560424805 0.036310912985
68.18 0.04 0.53646916151 0.0349953901212
68.22 0.04 0.57527756691 0.0362390812371
68.26 0.04 0.618651688099 0.037580413434
68.3 0.04 0.584408998489 0.0365255606457
68.34 0.04 0.655177235603 0.038673889902
68.38 0.04 0.598106026649 0.0369511155154
68.42 0.04 0.566146194935 0.0359503190158
68.46 0.04 0.595823228359 0.0368805307031
68.5 0.04 0.534186303616 0.0349208524645
68.54 0.04 0.493095070124 0.0335508698066
68.58 0.04 0.595823228359 0.0368805307031
68.62 0.04 0.525054931641 0.0346210971125
68.66 0.04 0.509074985981 0.0340901835582
68.7 0.04 0.545600533485 0.0352919665265
68.74 0.04 0.584408998489 0.0365255606457
68.78 0.04 0.538752019405 0.0350697693553
68.82 0.04 0.55701482296 0.0356592185244
68.86 0.04 0.511357843876 0.034166533449
68.9 0.04 0.570711910725 0.0360949888922
68.94 0.04 0.522772073746 0.0345457518717
68.98 0.04 0.570711910725 0.0360949888922
69.02 0.04 0.600388884544 0.037021565752
69.06 0.04 0.522772073746 0.0345457518717
69.1 0.04 0.554731965065 0.0355860713325
69.14 0.04 0.479397982359 0.0330816037614
69.18 0.04 0.54788339138 0.0353657220229
69.22 0.04 0.730511188507 0.04083681826
69.26 0.04 0.796713769436 0.0426471115022
69.3 0.04 0.56842905283 0.0360227265797
69.34 0.04 0.561580479145 0.0358050646076
69.38 0.04 0.55701482296 0.0356592185244
69.42 0.04 0.502226471901 0.0338601009501
69.46 0.04 0.618651688099 0.037580413434
69.5 0.04 0.600388884544 0.037021565752
69.54 0.04 0.522772073746 0.0345457518717
69.58 0.04 0.55701482296 0.0356592185244
69.62 0.04 0.632348775864 0.0379941552245
69.66 0.04 0.57527756691 0.0362390812371
69.7 0.04 0.543317735195 0.0352180565678
69.74 0.04 0.570711910725 0.0360949888922
69.78 0.04 0.554731965065 0.0355860713325
69.82 0.04 0.52962064743 0.0347712978052
69.86 0.04 0.511357843876 0.034166533449
69.9 0.04 0.515923559666 0.0343187236608
69.94 0.04 0.452003806829 0.0321225122417
69.98 0.04 0.470266580582 0.032765026108
70.02 0.04 0.515923559666 0.0343187236608
70.06 0.04 0.56386333704 0.0358777653213
70.1 0.04 0.497660756111 0.0337058400068
70.14 0.04 0.520489215851 0.0344702419413
70.18 0.04 0.481680840254 0.0331602759385
70.22 0.04 0.490812212229 0.0334731156585
70.26 0.04 0.452003806829 0.0321225122417
70.3 0.04 0.509074985981 0.0340901835582
70.34 0.04 0.502226471901 0.0338601009501
70.38 0.04 0.495377928019 0.0336284441756
70.42 0.04 0.504509329796 0.0339369684746
70.46 0.04 0.481680840254 0.0331602759385
70.5 0.04 0.561580479145 0.0358050646076
70.54 0.04 0.55701482296 0.0356592185244
70.58 0.04 0.488529384136 0.0333951804756
70.62 0.04 0.518206417561 0.0343945662365
70.66 0.04 0.497660756111 0.0337058400068
70.7 0.04 0.499943614006 0.0337830585273
70.74 0.04 0.474832296371 0.0329236954433
70.78 0.04 0.502226471901 0.0338601009501
70.82 0.04 0.52962064743 0.0347712978052
70.86 0.04 0.511357843876 0.034166533449
70.9 0.04 0.509074985981 0.0340901835582
70.94 0.04 0.504509329796 0.0339369684746
70.98 0.04 0.509074985981 0.0340901835582
71.02 0.04 0.495377928019 0.0336284441756
71.06 0.04 0.525054931641 0.0346210971125
71.1 0.04 0.518206417561 0.0343945662365
71.14 0.04 0.53646916151 0.0349953901212
71.18 0.04 0.486246526241 0.0333170629874
71.22 0.04 0.527337789536 0.0346962787366
71.26 0.04 0.479397982359 0.0330816037614
71.3 0.04 0.554731965065 0.0355860713325
71.34 0.04 0.525054931641 0.0346210971125
71.38 0.04 0.545600533485 0.0352919665265
71.42 0.04 0.458852350712 0.0323649497357
71.46 0.04 0.499943614006 0.0337830585273
71.5 0.04 0.55701482296 0.0356592185244
71.54 0.04 0.53646916151 0.0349953901212
71.58 0.04 0.525054931641 0.0346210971125
71.62 0.04 0.458852350712 0.0323649497357
71.66 0.04 0.447438120842 0.031959865565
71.7 0.04 0.55929762125 0.0357322159775
71.74 0.04 0.518206417561 0.0343945662365
71.78 0.04 0.497660756111 0.0337058400068
71.82 0.04 0.502226471901 0.0338601009501
71.86 0.04 0.54788339138 0.0353657220229
71.9 0.04 0.490812212229 0.0334731156585
71.94 0.04 0.518206417561 0.0343945662365
71.98 0.04 0.506792128086 0.0340136622864
72.02 0.04 0.474832296371 0.0329236954433
72.06 0.04 0.488529384136 0.0333951804756
72.1 0.04 0.486246526241 0.0333170629874
72.14 0.04 0.465700894594 0.0326055846454
72.18 0.04 0.515923559666 0.0343187236608
72.22 0.04 0.479397982359 0.0330816037614
72.26 0.04 0.554731965065 0.0355860713325
72.3 0.04 0.525054931641 0.0346210971125
72.34 0.04 0.486246526241 0.0333170629874
72.38 0.04 0.506792128086 0.0340136622864
72.42 0.04 0.531903505325 0.0348461553683
72.46 0.04 0.522772073746 0.0345457518717
72.5 0.04 0.442872434855 0.0317963869197
72.54 0.04 0.449720978737 0.032041292106
72.58 0.04 0.438306719065 0.0316320634066
72.62 0.04 0.506792128086 0.0340136622864
72.66 0.04 0.518206417561 0.0343945662365
72.7 0.04 0.477115124464 0.0330027440455
72.74 0.04 0.458852350712 0.0323649497357
72.78 0.04 0.488529384136 0.0333951804756
72.82 0.04 0.488529384136 0.0333951804756
72.86 0.04 0.445155262947 0.0318782310368
72.9 0.04 0.531903505325 0.0348461553683
72.94 0.04 0.472549438477 0.0328444565909
72.98 0.04 0.509074985981 0.0340901835582
73.02 0.04 0.454286664724 0.0322035275336
73.06 0.04 0.433741033077 0.0314668817898
73.1 0.04 0.52962064743 0.0347712978052
73.14 0.04 0.534186303616 0.0349208524645
73.18 0.04 0.470266580582 0.032765026108
73.22 0.04 0.499943614006 0.0337830585273
73.26 0.04 0.477115124464 0.0330027440455
73.3 0.04 0.454286664724 0.0322035275336
73.34 0.04 0.511357843876 0.034166533449
73.38 0.04 0.56386333704 0.0358777653213
73.42 0.04 0.40178117156 0.0302853949798
73.46 0.04 0.445155262947 0.0318782310368
73.5 0.04 0.470266580582 0.032765026108
73.54 0.04 0.479397982359 0.0330816037614
73.58 0.04 0.518206417561 0.0343945662365
73.62 0.04 0.531903505325 0.0348461553683
73.66 0.04 0.55244910717 0.0355127734764
73.7 0.04 0.525054931641 0.0346210971125
73.74 0.04 0.5410348773 0.0351439911724
73.78 0.04 0.54788339138 0.0353657220229
73.82 0.04 0.502226471901 0.0338601009501
73.86 0.04 0.511357843876 0.034166533449
73.9 0.04 0.561580479145 0.0358050646076
73.94 0.04 0.515923559666 0.0343187236608
73.98 0.04 0.509074985981 0.0340901835582
74.02 0.04 0.550166249275 0.0354393240214
74.06 0.04 0.518206417561 0.0343945662365
74.1 0.04 0.55244910717 0.0355127734764
74.14 0.04 0.488529384136 0.0333951804756
74.18 0.04 0.623217403889 0.0377188316316
74.22 0.04 0.525054931641 0.0346210971125
74.26 0.04 0.646045863628 0.0384034398014
74.3 0.04 0.627783060074 0.0378567437247
74.34 0.04 0.598106026649 0.0369511155154
74.38 0.04 0.488529384136 0.0333951804756
74.42 0.04 0.614085972309 0.0374414835187
74.46 0.04 0.584408998489 0.0365255606457
74.5 0.04 0.57527756691 0.0362390812371
74.54 0.04 0.57527756691 0.0362390812371
74.58 0.04 0.634631633759 0.0380626749469
74.62 0.04 0.531903505325 0.0348461553683
74.66 0.04 0.614085972309 0.0374414835187
74.7 0.04 0.582126140594 0.0364541518567
74.74 0.04 0.620934545994 0.0376496861443
74.78 0.04 0.646045863628 0.0384034398014
74.82 0.04 0.623217403889 0.0377188316316
74.86 0.04 0.58669179678 0.0365968301001
74.9 0.04 0.566146194935 0.0359503190158
74.94 0.04 0.662025809288 0.0388754927792
74.98 0.04 0.721379816532 0.0405807855275
75.02 0.04 0.600388884544 0.037021565752
75.06 0.04 0.655177235603 0.038673889902
75.1 0.04 0.675722897053 0.0392755941544
75.14 0.04 0.632348775864 0.0379941552245
75.18 0.04 0.668874323368 0.039076055552
75.22 0.04 0.652894377708 0.0386064549947
75.26 0.04 0.730511188507 0.04083681826
75.3 0.04 0.659742951393 0.038808408186
75.34 0.04 0.630065917969 0.0379255117082
75.38 0.04 0.648328721523 0.0384712305687
75.42 0.04 0.666591465473 0.0390093158696
75.46 0.04 0.698551356792 0.0399335225732
75.5 0.04 0.703117012978 0.0400638117369
